incident_id,datetime,date,time,area,system,type_incident,duration_minutes,impact_brl,severity,status,recurrence_count,customer_id,latitude,longitude,year_month,significant_loss,month,year
INC00014,2024-06-04,2024-06-04,22:25:00,Canais Digitais,Mobile App,Erro,307,25390.55,Média,Resolvido,1,CUST8619,-33.87751249081943,-51.19632222072669,2024-06,0,6,2024
INC00015,2024-05-12,2024-05-12,20:21:00,Cartões,Mobile App,Degradação,172,3431.18,Média,Fechado,0,CUST2842,-33.87284552313315,-51.10956671524675,2024-05,0,5,2024
INC00016,2024-05-13,2024-05-13,06:13:00,Pagamentos,Core Banking,Erro,439,9489.18,Baixa,Resolvido,0,CUST9938,-33.85507401080692,-51.18722065117422,2024-05,0,5,2024
INC00017,2024-08-10,2024-08-10,14:52:00,Canais Digitais,Core Banking,Erro,174,10140.86,Alta,Resolvido,0,CUST3816,-33.834718663318576,-51.10520626536204,2024-08,0,8,2024
INC00018,2025-01-18,2025-01-18,06:08:00,Pagamentos,Payment Gateway,Erro,139,28589.78,Baixa,Fechado,3,CUST1494,-33.81438538497137,-51.14281174117339,2025-01,0,1,2025
INC00019,2024-11-11,2024-11-11,18:47:00,Pagamentos,Atm Network,Indisponibilidade,54,36687.16,Baixa,Resolvido,1,CUST7560,-33.871286816281284,-51.16944369389786,2024-11,0,11,2024
INC00020,2024-07-31,2024-07-31,07:49:00,Crédito,Core Banking,Indisponibilidade,436,16950.75,Média,Em Análise,3,CUST6510,-33.88162716596585,-51.15044753766882,2024-07,0,7,2024
INC00021,2025-03-22,2025-03-22,22:28:00,Pagamentos,Core Banking,Degradação,344,13692.06,Baixa,Aberto,0,CUST4444,-33.86211525351494,-51.14983701910769,2025-03,0,3,2025
INC00022,2024-04-11,2024-04-11,17:30:00,Cartões,Atm Network,Roubo,351,30448.56,Baixa,Aberto,3,CUST8543,-33.81056169236281,-51.19767129205575,2024-04,0,4,2024
INC00023,2024-08-01,2024-08-01,19:38:00,Investimentos,Payment Gateway,Roubo,138,18728.6,Média,Fechado,3,CUST8562,-33.89901392716629,-51.16445401481159,2024-08,0,8,2024
INC00024,2024-09-24,2024-09-24,02:17:00,Investimentos,Core Banking,Roubo,351,18574.9,Média,Resolvido,1,CUST4994,-33.83221313839422,-51.12601342004571,2024-09,0,9,2024
INC00025,2024-11-28,2024-11-28,09:38:00,Fraudes,Payment Gateway,Degradação,141,10079.4,Média,Resolvido,2,CUST8253,-33.85228399535884,-51.14899308110493,2024-11,0,11,2024
INC00026,2025-07-27,2025-07-27,16:13:00,Canais Digitais,Web Portal,Roubo,249,18945.03,Alta,Fechado,3,CUST1045,-33.88389537850393,-51.17557698829904,2025-07,0,7,2025
INC00027,2024-05-25,2024-05-25,23:34:00,Cartões,Payment Gateway,Roubo,113,6628.46,Baixa,Aberto,3,CUST3057,-33.867897847372554,-51.16648901399631,2024-05,0,5,2024
INC00028,2025-01-10,2025-01-10,11:59:00,Pagamentos,Mobile App,Erro,317,10809.61,Baixa,Em Análise,0,CUST1663,-33.87750499561229,-51.11369456068841,2025-01,0,1,2025
INC00029,2025-03-08,2025-03-08,12:33:00,Investimentos,Mobile App,Indisponibilidade,291,44455.0,Média,Resolvido,0,CUST5668,-33.812216783210985,-51.147445032984976,2025-03,1,3,2025
INC00030,2024-02-03,2024-02-03,02:36:00,Cartões,Payment Gateway,Indisponibilidade,25,15040.38,Baixa,Fechado,0,CUST3029,-33.8518126616055,-51.14716478774488,2024-02,0,2,2024
INC00031,2025-03-19,2025-03-19,10:39:00,Investimentos,Mobile App,Erro,94,27756.86,Média,Em Análise,4,CUST6717,-33.84369057221275,-51.1038532540949,2025-03,0,3,2025
INC00032,2024-05-04,2024-05-04,22:22:00,Pagamentos,Web Portal,Erro,300,10665.95,Baixa,Fechado,3,CUST3696,-33.840631238066294,-51.16791186009634,2024-05,0,5,2024
INC00033,2024-02-17,2024-02-17,11:38:00,Investimentos,Atm Network,Erro,116,43228.83,Baixa,Fechado,0,CUST9831,-33.836038287539765,-51.15204588748938,2024-02,1,2,2024
INC00034,2025-11-23,2025-11-23,14:55:00,Canais Digitais,Mobile App,Indisponibilidade,305,14597.32,Média,Fechado,1,CUST3663,-33.850444430962405,-51.11882864022792,2025-11,0,11,2025
INC00035,2025-12-05,2025-12-05,16:03:00,Canais Digitais,Mobile App,Roubo,81,43885.53,Média,Aberto,4,CUST3745,-33.89821264691637,-51.124108775111296,2025-12,1,12,2025
INC00036,2025-08-13,2025-08-13,21:24:00,Fraudes,Payment Gateway,Erro,181,8418.03,Média,Aberto,2,CUST6004,-33.86652773130853,-51.173420057807135,2025-08,0,8,2025
INC00037,2024-08-10,2024-08-10,12:17:00,Fraudes,Web Portal,Degradação,347,11845.6,Baixa,Fechado,3,CUST7321,-33.8816126759279,-51.18489089523946,2024-08,0,8,2024
INC00038,2024-03-12,2024-03-12,00:15:00,Investimentos,Atm Network,Erro,152,13532.09,Baixa,Resolvido,3,CUST6125,-33.83198571570883,-51.12992954238126,2024-03,0,3,2024
INC00039,2025-05-14,2025-05-14,12:41:00,Cartões,Payment Gateway,Fraude,105,12158.82,Baixa,Em Análise,1,CUST5948,-33.894329534863,-51.17423438231928,2025-05,0,5,2025
INC00040,2024-11-17,2024-11-17,11:01:00,Canais Digitais,Payment Gateway,Erro,250,31323.67,Baixa,Resolvido,2,CUST5402,-33.843619660888834,-51.10773241714758,2024-11,0,11,2024
INC00041,2024-03-30,2024-03-30,22:34:00,Cartões,Web Portal,Indisponibilidade,121,31043.04,Baixa,Aberto,2,CUST4427,-33.87893682777257,-51.18707523060108,2024-03,0,3,2024
INC00042,2024-12-27,2024-12-27,09:33:00,Cartões,Atm Network,Erro,96,20427.54,Baixa,Em Análise,4,CUST6912,-33.80511541615329,-51.16816847998653,2024-12,0,12,2024
INC00043,2024-01-26,2024-01-26,22:12:00,Investimentos,Web Portal,Fraude,405,27562.37,Média,Fechado,3,CUST1394,-33.86644590578135,-51.19452127530751,2024-01,0,1,2024
INC00044,2025-10-25,2025-10-25,12:17:00,Cartões,Atm Network,Degradação,32,83292.57,Baixa,Resolvido,0,CUST4597,-33.86747788086254,-51.12966946931366,2025-10,1,10,2025
INC00045,2024-07-07,2024-07-07,02:58:00,Canais Digitais,Web Portal,Roubo,429,23298.39,Média,Resolvido,1,CUST1329,-33.80766153320093,-51.11087373510846,2024-07,0,7,2024
INC00046,2025-04-28,2025-04-28,06:45:00,Pagamentos,Payment Gateway,Erro,454,30422.1,Alta,Fechado,1,CUST1772,-33.85826520796958,-51.1364125472669,2025-04,0,4,2025
INC00047,2024-08-15,2024-08-15,19:28:00,Fraudes,Payment Gateway,Fraude,29,8760.2,Baixa,Resolvido,1,CUST9135,-33.803713766581424,-51.106224698448855,2024-08,0,8,2024
INC00048,2025-01-14,2025-01-14,16:28:00,Pagamentos,Core Banking,Fraude,62,10704.91,Baixa,Aberto,1,CUST2645,-33.89758296478665,-51.18714960214988,2025-01,0,1,2025
INC00049,2025-02-03,2025-02-03,20:43:00,Cartões,Mobile App,Degradação,301,5261.56,Baixa,Fechado,0,CUST2787,-33.869365542479784,-51.19122660727373,2025-02,0,2,2025
INC00050,2024-05-14,2024-05-14,15:55:00,Pagamentos,Web Portal,Indisponibilidade,138,19020.72,Média,Resolvido,0,CUST1999,-33.833380703973354,-51.11615872688326,2024-05,0,5,2024
INC00051,2025-12-08,2025-12-08,11:46:00,Canais Digitais,Core Banking,Erro,335,17763.87,Baixa,Fechado,4,CUST2848,-33.81091430354724,-51.11444888246135,2025-12,0,12,2025
INC00052,2025-07-19,2025-07-19,09:29:00,Canais Digitais,Mobile App,Fraude,253,3736.55,Baixa,Em Análise,3,CUST2561,-33.87435944069917,-51.11689604728929,2025-07,0,7,2025
INC00053,2025-11-16,2025-11-16,06:19:00,Cartões,Web Portal,Degradação,42,19953.59,Média,Fechado,0,CUST1773,-33.80695224080363,-51.12010350974663,2025-11,0,11,2025
INC00054,2025-10-15,2025-10-15,04:00:00,Investimentos,Atm Network,Roubo,394,22376.82,Baixa,Resolvido,4,CUST8311,-33.84058785335008,-51.16377716360613,2025-10,0,10,2025
INC00055,2025-03-12,2025-03-12,16:02:00,Pagamentos,Mobile App,Fraude,433,34579.14,Média,Aberto,2,CUST6179,-33.819899175680206,-51.17825379164086,2025-03,0,3,2025
INC00056,2025-11-03,2025-11-03,12:13:00,Investimentos,Payment Gateway,Degradação,79,12846.64,Média,Fechado,3,CUST2803,-33.86027926956931,-51.107119598000224,2025-11,0,11,2025
INC00057,2024-03-05,2024-03-05,23:29:00,Investimentos,Core Banking,Indisponibilidade,146,28791.23,Média,Fechado,0,CUST3050,-33.878781961743314,-51.16929998171517,2024-03,0,3,2024
INC00058,2024-05-23,2024-05-23,17:03:00,Crédito,Mobile App,Indisponibilidade,326,26211.41,Baixa,Resolvido,2,CUST1747,-33.80887645845523,-51.1601592317836,2024-05,0,5,2024
INC00059,2024-02-03,2024-02-03,17:36:00,Cartões,Mobile App,Fraude,172,25900.13,Alta,Aberto,4,CUST9125,-33.806686413159376,-51.13004410405484,2024-02,0,2,2024
INC00060,2024-08-25,2024-08-25,15:00:00,Fraudes,Payment Gateway,Fraude,263,7836.0,Média,Aberto,0,CUST6860,-33.85024248558459,-51.1706643920006,2024-08,0,8,2024
INC00061,2024-10-10,2024-10-10,20:45:00,Canais Digitais,Web Portal,Erro,377,15615.85,Baixa,Em Análise,0,CUST4973,-33.899350498400075,-51.1180869778439,2024-10,0,10,2024
INC00062,2024-07-17,2024-07-17,14:08:00,Canais Digitais,Atm Network,Degradação,359,37714.63,Baixa,Em Análise,2,CUST2615,-33.88902170463296,-51.19299653763682,2024-07,0,7,2024
INC00063,2025-08-27,2025-08-27,14:48:00,Cartões,Payment Gateway,Fraude,229,31387.5,Baixa,Resolvido,0,CUST4754,-33.842697203976826,-51.12088173326111,2025-08,0,8,2025
INC00064,2024-09-17,2024-09-17,23:03:00,Fraudes,Atm Network,Erro,156,4007.63,Alta,Aberto,1,CUST6506,-33.89762232976981,-51.139814867738224,2024-09,0,9,2024
INC00065,2024-07-24,2024-07-24,11:58:00,Canais Digitais,Web Portal,Erro,23,26809.44,Alta,Aberto,0,CUST5221,-33.86030880760133,-51.142700635588646,2024-07,0,7,2024
INC00066,2025-01-31,2025-01-31,04:36:00,Cartões,Mobile App,Fraude,150,3275.96,Média,Em Análise,3,CUST6291,-33.8696630054428,-51.154162296086135,2025-01,0,1,2025
INC00067,2024-04-12,2024-04-12,10:59:00,Canais Digitais,Atm Network,Indisponibilidade,452,12805.31,Alta,Em Análise,2,CUST6854,-33.828565172459776,-51.17229544037166,2024-04,0,4,2024
INC00068,2025-08-08,2025-08-08,05:38:00,Investimentos,Core Banking,Degradação,245,22357.89,Baixa,Resolvido,3,CUST1216,-33.89444213270521,-51.15359297145688,2025-08,0,8,2025
INC00069,2024-02-24,2024-02-24,23:45:00,Pagamentos,Core Banking,Degradação,376,22972.51,Baixa,Aberto,4,CUST2359,-33.85112687310227,-51.15499714879813,2024-02,0,2,2024
INC00070,2025-12-21,2025-12-21,23:10:00,Pagamentos,Payment Gateway,Indisponibilidade,385,3774.32,Alta,Fechado,3,CUST4774,-33.84208857301244,-51.1416245811217,2025-12,0,12,2025
INC00071,2025-07-17,2025-07-17,12:33:00,Canais Digitais,Web Portal,Fraude,348,7543.34,Média,Em Análise,1,CUST6417,-33.83827089239474,-51.17184257141445,2025-07,0,7,2025
INC00072,2024-05-25,2024-05-25,06:51:00,Crédito,Payment Gateway,Degradação,241,49775.55,Baixa,Resolvido,1,CUST5927,-33.8594842327983,-51.19224044180239,2024-05,1,5,2024
INC00073,2024-01-05,2024-01-05,03:58:00,Fraudes,Payment Gateway,Fraude,39,5306.67,Média,Aberto,3,CUST5429,-33.869563221657046,-51.18549105533609,2024-01,0,1,2024
INC00074,2025-08-18,2025-08-18,07:19:00,Fraudes,Payment Gateway,Fraude,194,9803.75,Crítica,Aberto,4,CUST5606,-33.83175069662628,-51.130082256853846,2025-08,0,8,2025
INC00075,2025-05-31,2025-05-31,21:52:00,Fraudes,Core Banking,Erro,5,270.97,Média,Em Análise,0,CUST5478,-33.81524309518975,-51.197750767036446,2025-05,0,5,2025
INC00076,2025-06-16,2025-06-16,18:44:00,Investimentos,Core Banking,Indisponibilidade,157,56197.43,Alta,Resolvido,1,CUST2896,-33.83063823622171,-51.11435569553546,2025-06,1,6,2025
INC00077,2025-07-17,2025-07-17,13:09:00,Fraudes,Payment Gateway,Fraude,433,6288.84,Média,Fechado,3,CUST8366,-33.80678976345428,-51.13056026725201,2025-07,0,7,2025
INC00078,2024-02-24,2024-02-24,10:33:00,Pagamentos,Core Banking,Roubo,437,7823.28,Baixa,Em Análise,3,CUST5427,-33.82827364746421,-51.12319134586923,2024-02,0,2,2024
INC00079,2024-09-18,2024-09-18,08:48:00,Investimentos,Web Portal,Indisponibilidade,130,3268.05,Alta,Resolvido,3,CUST6361,-33.823538126598635,-51.116401555090654,2024-09,0,9,2024
INC00080,2024-03-25,2024-03-25,02:55:00,Cartões,Payment Gateway,Degradação,349,15013.16,Baixa,Aberto,0,CUST1641,-33.88320968033979,-51.187728955606985,2024-03,0,3,2024
INC00081,2025-09-22,2025-09-22,05:04:00,Fraudes,Core Banking,Erro,404,12304.68,Alta,Fechado,2,CUST6346,-33.858046035547325,-51.117754890902994,2025-09,0,9,2025
INC00082,2025-03-31,2025-03-31,04:53:00,Fraudes,Atm Network,Degradação,230,43196.17,Baixa,Resolvido,4,CUST5729,-33.8514944669044,-51.149535756234094,2025-03,1,3,2025
INC00083,2024-08-29,2024-08-29,14:22:00,Cartões,Payment Gateway,Degradação,225,40370.68,Média,Fechado,2,CUST4627,-33.874370683770536,-51.11144761612468,2024-08,1,8,2024
INC00084,2024-02-16,2024-02-16,16:08:00,Fraudes,Payment Gateway,Indisponibilidade,407,59939.34,Baixa,Resolvido,4,CUST7594,-33.84714601396437,-51.11134133989397,2024-02,1,2,2024
INC00085,2024-08-15,2024-08-15,02:19:00,Cartões,Web Portal,Degradação,411,25182.67,Baixa,Resolvido,4,CUST9387,-33.87092080557781,-51.19758219562458,2024-08,0,8,2024
INC00086,2024-08-25,2024-08-25,16:58:00,Investimentos,Mobile App,Fraude,215,6034.0,Baixa,Resolvido,3,CUST4275,-33.83124979071955,-51.161713478451645,2024-08,0,8,2024
INC00087,2025-06-16,2025-06-16,09:34:00,Pagamentos,Mobile App,Degradação,29,16248.19,Crítica,Resolvido,1,CUST5050,-33.85297115232968,-51.147360120413474,2025-06,0,6,2025
INC00088,2025-04-10,2025-04-10,17:17:00,Cartões,Web Portal,Erro,20,7672.8,Crítica,Fechado,3,CUST5553,-33.854119304573096,-51.13216399102171,2025-04,0,4,2025
INC00089,2025-10-09,2025-10-09,16:23:00,Crédito,Web Portal,Erro,186,4215.97,Baixa,Em Análise,0,CUST5925,-33.801635746896714,-51.17138137533159,2025-10,0,10,2025
INC00090,2024-12-10,2024-12-10,02:31:00,Cartões,Web Portal,Roubo,333,52275.94,Crítica,Fechado,4,CUST3304,-33.86075551514574,-51.174785773933536,2024-12,1,12,2024
INC00091,2024-03-28,2024-03-28,02:37:00,Fraudes,Mobile App,Erro,133,29218.16,Alta,Resolvido,1,CUST4343,-33.863770456741044,-51.1618734280911,2024-03,0,3,2024
INC00092,2025-06-04,2025-06-04,12:55:00,Investimentos,Web Portal,Degradação,46,26302.24,Média,Fechado,4,CUST3056,-33.86813956287173,-51.14990613082501,2025-06,0,6,2025
INC00093,2025-07-09,2025-07-09,14:24:00,Canais Digitais,Core Banking,Erro,407,3265.43,Baixa,Fechado,4,CUST3808,-33.81052507790242,-51.10488537685946,2025-07,0,7,2025
INC00094,2025-02-13,2025-02-13,08:03:00,Investimentos,Payment Gateway,Indisponibilidade,422,20708.94,Alta,Fechado,3,CUST8092,-33.85032761739018,-51.12378915333026,2025-02,0,2,2025
INC00095,2025-07-16,2025-07-16,13:36:00,Canais Digitais,Payment Gateway,Erro,340,12430.4,Média,Resolvido,1,CUST8226,-33.839998552251934,-51.15706788330623,2025-07,0,7,2025
INC00096,2024-12-26,2024-12-26,01:10:00,Cartões,Atm Network,Fraude,240,18682.24,Alta,Fechado,1,CUST1886,-33.88191815209976,-51.194563382155984,2024-12,0,12,2024
INC00097,2025-01-16,2025-01-16,08:55:00,Pagamentos,Atm Network,Indisponibilidade,364,2000.7,Alta,Aberto,4,CUST9584,-33.845905763999504,-51.18314794078562,2025-01,0,1,2025
INC00098,2024-11-08,2024-11-08,02:58:00,Crédito,Payment Gateway,Roubo,443,24917.2,Alta,Resolvido,1,CUST8720,-33.87253518071315,-51.154407557568064,2024-11,0,11,2024
INC00099,2024-01-19,2024-01-19,08:02:00,Investimentos,Core Banking,Fraude,406,1453.18,Média,Fechado,1,CUST3446,-33.82693630787371,-51.11861740999013,2024-01,0,1,2024
INC00100,2024-03-19,2024-03-19,01:11:00,Fraudes,Mobile App,Degradação,38,14796.56,Baixa,Aberto,3,CUST4905,-33.81674716512076,-51.161930446432265,2024-03,0,3,2024
INC00101,2024-01-23,2024-01-23,09:08:00,Canais Digitais,Mobile App,Degradação,349,21185.16,Baixa,Fechado,2,CUST7474,-33.82851893078687,-51.14615033492549,2024-01,0,1,2024
INC00102,2025-04-09,2025-04-09,14:39:00,Fraudes,Core Banking,Degradação,385,29106.58,Baixa,Em Análise,0,CUST4591,-33.82697558337297,-51.11081951139149,2025-04,0,4,2025
INC00103,2024-08-17,2024-08-17,04:10:00,Pagamentos,Mobile App,Fraude,49,22561.9,Baixa,Fechado,2,CUST3181,-33.84875252958805,-51.10862037405734,2024-08,0,8,2024
INC00104,2025-01-06,2025-01-06,01:23:00,Canais Digitais,Web Portal,Fraude,138,26110.1,Média,Fechado,1,CUST6011,-33.82878819436658,-51.17842250035574,2025-01,0,1,2025
INC00105,2025-10-24,2025-10-24,14:37:00,Investimentos,Payment Gateway,Fraude,25,22057.31,Média,Em Análise,4,CUST6030,-33.85773130644918,-51.19564050782074,2025-10,0,10,2025
INC00106,2024-06-30,2024-06-30,07:58:00,Cartões,Payment Gateway,Indisponibilidade,126,7889.42,Alta,Resolvido,0,CUST1354,-33.834851084647035,-51.16945894690285,2024-06,0,6,2024
INC00107,2024-10-26,2024-10-26,04:47:00,Fraudes,Core Banking,Indisponibilidade,74,3195.49,Baixa,Em Análise,0,CUST3631,-33.87409607898795,-51.13041976851743,2024-10,0,10,2024
INC00108,2025-07-05,2025-07-05,17:05:00,Pagamentos,Mobile App,Degradação,356,37325.14,Média,Resolvido,4,CUST2521,-33.8930242987688,-51.104888779902375,2025-07,0,7,2025
INC00109,2024-06-16,2024-06-16,04:59:00,Investimentos,Atm Network,Erro,365,46143.95,Baixa,Em Análise,0,CUST3672,-33.8586526735878,-51.19229680000159,2024-06,1,6,2024
INC00110,2024-02-26,2024-02-26,15:12:00,Investimentos,Atm Network,Degradação,52,14260.02,Baixa,Fechado,4,CUST3337,-33.85382218442195,-51.19715161894508,2024-02,0,2,2024
INC00111,2024-07-30,2024-07-30,04:12:00,Investimentos,Mobile App,Roubo,43,9416.96,Baixa,Fechado,0,CUST7968,-33.87435928418113,-51.11158527870143,2024-07,0,7,2024
INC00112,2024-04-27,2024-04-27,16:49:00,Investimentos,Atm Network,Indisponibilidade,291,1945.58,Média,Resolvido,2,CUST1628,-33.827229048159275,-51.12518547308969,2024-04,0,4,2024
INC00113,2025-11-09,2025-11-09,07:44:00,Canais Digitais,Core Banking,Fraude,14,10992.25,Baixa,Resolvido,0,CUST8162,-33.89264495210237,-51.10077514208445,2025-11,0,11,2025
INC00114,2025-08-12,2025-08-12,18:57:00,Investimentos,Core Banking,Indisponibilidade,34,8558.57,Média,Aberto,3,CUST3679,-33.87772516756208,-51.16032071185344,2025-08,0,8,2025
INC00115,2025-04-07,2025-04-07,02:55:00,Fraudes,Mobile App,Fraude,248,5015.9,Baixa,Aberto,4,CUST6266,-33.82514352815463,-51.158394909486326,2025-04,0,4,2025
INC00116,2025-09-28,2025-09-28,07:33:00,Pagamentos,Atm Network,Roubo,278,39222.94,Alta,Fechado,0,CUST5422,-33.856287572625995,-51.182768816270254,2025-09,1,9,2025
INC00117,2025-08-09,2025-08-09,07:26:00,Canais Digitais,Core Banking,Roubo,448,26609.16,Alta,Fechado,4,CUST8463,-33.829471637596065,-51.188415284740266,2025-08,0,8,2025
INC00118,2024-05-16,2024-05-16,12:44:00,Investimentos,Core Banking,Indisponibilidade,92,26995.14,Crítica,Aberto,3,CUST2126,-33.84325141222164,-51.14212819894098,2024-05,0,5,2024
INC00119,2025-10-13,2025-10-13,00:05:00,Crédito,Web Portal,Fraude,248,15012.23,Alta,Aberto,0,CUST2780,-33.80492872500026,-51.16357149987052,2025-10,0,10,2025
INC00120,2025-01-28,2025-01-28,23:18:00,Crédito,Web Portal,Roubo,385,7023.76,Alta,Resolvido,0,CUST7571,-33.84022041672772,-51.19196835520548,2025-01,0,1,2025
INC00121,2025-08-12,2025-08-12,15:39:00,Pagamentos,Core Banking,Degradação,333,18744.63,Alta,Em Análise,3,CUST9584,-33.898513102565445,-51.11130129304767,2025-08,0,8,2025
INC00122,2025-10-16,2025-10-16,00:58:00,Cartões,Mobile App,Degradação,19,17514.92,Média,Resolvido,3,CUST1825,-33.86471226494957,-51.18016435317507,2025-10,0,10,2025
INC00123,2024-08-20,2024-08-20,15:40:00,Cartões,Payment Gateway,Fraude,8,3079.12,Baixa,Aberto,3,CUST8276,-33.88569393177953,-51.12514156529965,2024-08,0,8,2024
INC00124,2024-03-21,2024-03-21,12:42:00,Canais Digitais,Payment Gateway,Indisponibilidade,195,27056.35,Baixa,Fechado,4,CUST3395,-33.80753663224023,-51.171777140388194,2024-03,0,3,2024
INC00125,2024-06-15,2024-06-15,12:24:00,Canais Digitais,Core Banking,Roubo,172,16420.08,Baixa,Aberto,3,CUST5145,-33.88959875457149,-51.11870951692472,2024-06,0,6,2024
INC00126,2024-11-07,2024-11-07,20:41:00,Canais Digitais,Core Banking,Indisponibilidade,13,17540.25,Média,Fechado,4,CUST8059,-33.861229333686886,-51.18816031585724,2024-11,0,11,2024
INC00127,2025-08-20,2025-08-20,03:26:00,Cartões,Core Banking,Degradação,113,9766.03,Média,Fechado,2,CUST6492,-33.877390080637326,-51.12439283897783,2025-08,0,8,2025
INC00128,2025-09-20,2025-09-20,05:59:00,Crédito,Mobile App,Roubo,141,12896.9,Alta,Fechado,0,CUST8111,-33.815327800960326,-51.19018811260995,2025-09,0,9,2025
INC00129,2024-01-06,2024-01-06,06:04:00,Cartões,Web Portal,Indisponibilidade,158,27218.16,Crítica,Fechado,0,CUST7792,-33.8691433502411,-51.15530842121431,2024-01,0,1,2024
INC00130,2025-01-07,2025-01-07,10:44:00,Fraudes,Core Banking,Erro,392,48088.82,Baixa,Em Análise,1,CUST4551,-33.80081065168573,-51.12659956494005,2025-01,1,1,2025
INC00131,2024-10-31,2024-10-31,18:30:00,Investimentos,Core Banking,Fraude,213,49390.19,Média,Aberto,2,CUST8711,-33.89613833943877,-51.18267816188131,2024-10,1,10,2024
INC00132,2024-06-11,2024-06-11,22:41:00,Canais Digitais,Atm Network,Fraude,276,12170.05,Crítica,Resolvido,3,CUST4628,-33.88717232275374,-51.17143350111533,2024-06,0,6,2024
INC00133,2024-03-28,2024-03-28,09:31:00,Crédito,Mobile App,Erro,147,15630.9,Baixa,Fechado,3,CUST2565,-33.877536122357085,-51.11352330079078,2024-03,0,3,2024
INC00134,2024-09-03,2024-09-03,10:52:00,Pagamentos,Core Banking,Degradação,103,35087.81,Média,Fechado,2,CUST4667,-33.81888939597998,-51.11148806790924,2024-09,0,9,2024
INC00135,2025-11-19,2025-11-19,06:30:00,Pagamentos,Atm Network,Roubo,381,8319.0,Baixa,Resolvido,3,CUST7459,-33.8121482790936,-51.19550645475473,2025-11,0,11,2025
INC00136,2024-08-23,2024-08-23,17:35:00,Investimentos,Payment Gateway,Fraude,312,5092.3,Média,Resolvido,1,CUST5096,-33.89285486193906,-51.18319094146471,2024-08,0,8,2024
INC00137,2025-01-13,2025-01-13,01:13:00,Crédito,Core Banking,Erro,73,19081.13,Baixa,Fechado,4,CUST2019,-33.89675398582377,-51.18825280597272,2025-01,0,1,2025
INC00138,2025-05-28,2025-05-28,12:28:00,Cartões,Core Banking,Erro,251,22938.21,Alta,Resolvido,0,CUST8928,-33.82554431428954,-51.18203069053487,2025-05,0,5,2025
INC00139,2024-09-22,2024-09-22,11:38:00,Cartões,Atm Network,Degradação,265,17069.11,Média,Resolvido,2,CUST9254,-33.886664799324635,-51.10298122756937,2024-09,0,9,2024
INC00140,2025-12-10,2025-12-10,01:31:00,Fraudes,Mobile App,Degradação,280,11697.22,Baixa,Em Análise,0,CUST6965,-33.886700141292536,-51.14483447512096,2025-12,0,12,2025
INC00141,2025-12-03,2025-12-03,12:45:00,Fraudes,Core Banking,Indisponibilidade,83,22675.53,Baixa,Resolvido,4,CUST3269,-33.897763346550555,-51.15318876095451,2025-12,0,12,2025
